PROPERTY_NUM,PROPERTY_NAME,ADDRESS,CITY,STATE,ZIP,LATITUDE,LONGITUDE
NSA #01141,iStorage | Citation Ct,103 Citation Ct,Birmingham,AL,35209,33.44911,-86.842382
NSA #00713,iStorage | Ward Way,50 Ward Way,Birmingham,AL,35209,33.464942,-86.840124
NSA #00712,iStorage | US-280,4752 US-280,Birmingham,AL,35242,33.419292,-86.699632
NSA #00566,iStorage | 6th Ave SW,320 6th Ave SW,Birmingham,AL,35211,33.490495,-86.838956
NSA #00567,iStorage | Foust Ct,500 Foust Ct,Birmingham,AL,35214,33.582193,-86.926884
NSA #00455,iStorage | 14th St SE,613 14th St SE,Decatur,AL,35601,34.576471,-86.979274
NSA #00456,iStorage | Deere Rd SE,3423 Deere Rd SE,Decatur,AL,35603,34.540034,-86.912815
NSA #00457,iStorage | Central Pkwy SW,2500 Central Pkwy SW,Decatur,AL,35601,34.563517,-86.981846
NSA #00458,iStorage | Florence Blvd,4121 Florence Blvd,Florence,AL,35634,34.845864,-87.582796
NSA #00711,iStorage | John Hawkins Pkwy,2400 John Hawkins Pkwy,Hoover,AL,35244,33.355727,-86.858101
NSA #00462,iStorage | Memorial Pkwy SW,12320 Memorial Pkwy SW,Huntsville,AL,35803,34.606648,-86.566418
NSA #00461,iStorage | Hwy 231,745 Hwy 231,Laceys Spring,AL,35754,34.558193,-86.582552
NSA #00459,iStorage | Westchester Dr,114 Westchester Dr,Madison,AL,35758,34.678397,-86.762581
NSA #00460,iStorage | Castle Dr,105 Castle Dr,Madison,AL,35758,34.751599,-86.711818
NSA #00138,iStorage | Moffett Rd,3765 Moffett Rd,Mobile,AL,36618,30.709631,-88.128885
NSA #00717,iStorage | Lakeside Dr,771 Lakeside Dr,Mobile,AL,36693,30.655066,-88.127447
NSA #00476,iStorage | Magnolia Rd,902 Magnolia Rd,Mobile,AL,36606,30.660471,-88.11054
NSA #00475,iStorage | Halls Mill Rd,5363 Halls Mill Rd,Mobile,AL,36619-9676,30.594008,-88.165888
NSA #00109,iStorage | Montlimar Park,708 Montlimar Park,Mobile,AL,36693,30.659172,-88.128822
NSA #01192,iStorage | 4141 Troy Hwy,4141 Troy Hwy,Montgomery,AL,36116,32.319594,-86.232206
NSA #00568,iStorage | Troy Hwy,4176 Troy Hwy,Montgomery,AL,36116,32.318625,-86.233654
NSA #00429,iStorage | Minnie Brown Rd,8830 Minnie Brown Rd,Montgomery,AL,36117,32.360405,-86.140066
NSA #01123,iStorage | AL-69,4008 AL-69,Northport,AL,35473,33.245216,-87.575153
NSA #01143,iStorage | 8651 Charlie Shirley Rd,8651 Charlie Shirley Rd,Northport,AL,35473,33.280083,-87.581152
NSA #00601,iStorage | Mooresville Rd,5750 Mooresville Rd,Tanner,AL,35671,34.639211,-86.879725
NSA #00571,iStorage | US-31,10928 US-31,Tanner,AL,35671,34.71456,-86.955725
NSA #01124,iStorage | 6130 Old Greensboro Rd,6130 Old Greensboro Rd,Tuscaloosa,AL,35405,33.152043,-87.549513
NSA #01122,iStorage | Rice Mine Rd NE,4179 Rice Mine Rd NE,Tuscaloosa,AL,35406,33.255946,-87.513578
NSA #01182,iStorage | Commons N Loop,1731 Commons N Loop,Tuscaloosa,AL,35406,33.259171,-87.513599
NSA #01185,iStorage | Southview Ln,580 Southview Ln,Tuscaloosa,AL,35405,33.124545,-87.545515
NSA #01186,iStorage | 6530 Old Greensboro Rd,6530 Old Greensboro Rd,Tuscaloosa,AL,35405,33.147745,-87.547464
NSA #01187,iStorage | 6430 Old Greensboro Rd,6430 Old Greensboro Rd,Tuscaloosa,AL,35405,33.148956,-87.547687
NSA #01212,iStorage | 1219 James I Harrison Jr Pkwy,1219 James I Harrison Jr Pkwy,Tuscaloosa,AL,35405,33.174744,-87.520747
NSA #00774,RightSpace Storage | Interstate Pl,2123 Interstate Pl,Bullhead City,AZ,86442,35.121087,-114.57405
NSA #00824,RightSpace Storage | N Cave Creek Rd,29201 N Cave Creek Rd,Cave Creek,AZ,85331,33.749791,-111.992674
NSA #00821,RightSpace Storage | S Hwy 95 Ste A,4345 S Hwy 95 Ste A,Fort Mohave,AZ,86426,35.030161,-114.59844
NSA #00820,RightSpace Storage | Arcadia,4144 Arcadia,Fort Mohave,AZ,86426,35.036124,-114.598594
NSA #00898,RightSpace Storage |  N Tower Dr,11860 N Tower Dr,Fountain Hills,AZ,85268,33.595243,-111.709119
NSA #00869,RightSpace Storage | E Laser Dr,16701 E Laser Dr,Fountain Hills,AZ,85268,33.571683,-111.72069
NSA #00827,RightSpace Storage | N Gilbert Rd,1001 N Gilbert Rd,Gilbert,AZ,85234,33.368108,-111.788613
NSA #00848,RightSpace Storage | S Litchfield Rd,2121 S Litchfield Rd,Goodyear,AZ,85338,33.427274,-112.355408
NSA #00831,RightSpace Storage | W McDowell Rd,13246 W McDowell Rd,Goodyear,AZ,85395,33.465066,-112.344115
NSA #00435,RightSpace Self Storage | S Country Club Dr,2850 S Country Club Dr,Mesa,AZ,85210,33.362771,-111.842697
NSA #00723,RightSpace Storage | W Baseline Rd,20 W Baseline Rd,Mesa,AZ,85210,33.3792,-111.832001
NSA #00722,RightSpace Storage | E Main St,6660 E Main St,Mesa,AZ,85205,33.416284,-111.68782
NSA #00721,RightSpace Storage | W Broadway Rd,1460 W Broadway Rd,Mesa,AZ,85202,33.408794,-111.863034
NSA #00720,RightSpace Storage | N Guthrie St,35 N Guthrie St,Mesa,AZ,85203,33.416493,-111.791527
NSA #00822,RightSpace Storage | E Broadway Rd,3945 E Broadway Rd,Mesa,AZ,85206,33.408012,-111.745818
NSA #00719,RightSpace Storage | 91st Ave & Butler,8580 N 91st Ave,Peoria,AZ,85345,33.558413,-112.256382
NSA #00829,RightSpace Storage | 91st Ave & Grand Ave,11900 N 91st Ave,Peoria,AZ,85345,33.593959,-112.256496
NSA #00828,RightSpace Storage | W Bell Rd,8780 W Bell Rd,Peoria,AZ,85382,33.639728,-112.246808
NSA #00825,RightSpace Storage | N 75th Ave,16110 N 75th Ave,Peoria,AZ,85382,33.631382,-112.220705
NSA #00823,RightSpace Storage | W Lake Pleasant Pkwy,8266 W Lake Pleasant Pkwy,Peoria,AZ,85382,33.672336,-112.236627
NSA #00819,RightSpace Storage | N Black Cyn Hwy,17201 N Black Cyn Hwy,Phoenix,AZ,85023,33.641592,-112.114005
NSA #00843,RightSpace Storage | N 24th St,3114 N 24th St,Phoenix,AZ,85016,33.484125,-112.030595
NSA #00725,RightSpace Storage | W Pierson St,717 W Pierson St,Phoenix,AZ,85013,33.506956,-112.083375
NSA #00482,RightSpace Storage | N 25th Ave,17811 N 25th Ave,Phoenix,AZ,85023,33.647518,-112.11201
NSA #00878,RightSpace Storage | N 52nd St,2845 N 52nd St,Phoenix,AZ,85008,33.4794,-111.968844
NSA #00724,RightSpace Storage | N Black Cyn Hwy,4200 N Black Cyn Hwy,Phoenix,AZ,85017,33.496825,-112.113579
NSA #00726,RightSpace Storage | S Scotland Ct,22025 S Scotland Ct,Queen Creek,AZ,85142,33.24805,-111.612574
NSA #00842,RightSpace Storage | E Thomas Rd,6933 E Thomas Rd,Scottsdale,AZ,85251,33.479788,-111.930174
NSA #00830,RightSpace Storage | N 107th Ave,18900 N 107th Ave,Sun City,AZ,85373,33.655269,-112.291562
NSA #00826,RightSpace Storage | W Bell Rd,13331 W Bell Rd,Surprise,AZ,85378,33.638301,-112.345882
NSA #00773,RightSpace Storage | E Broadway Blvd,6444 E Broadway Blvd,Tucson,AZ,85710,32.218112,-110.855442
NSA #00772,RightSpace Storage | S Santa Clara Ave,6390 S Santa Clara Ave,Tucson,AZ,85706,32.136552,-110.985015
NSA #00771,RightSpace Storage | N Tuttle Ave,2850 N Tuttle Ave,Tucson,AZ,85705,32.258257,-110.989981
NSA #00770,RightSpace Storage | E Tanque Verde Rd,6750 E Tanque Verde Rd,Tucson,AZ,85715,32.247666,-110.848121
NSA #00769,RightSpace Storage | E Tanque Verde Rd,9000 E Tanque Verde Rd,Tucson,AZ,85749,32.25695,-110.800697
NSA #00867,RightSpace Storage | W Peoria Ave,11634 W Peoria Ave,Youngtown,AZ,85363,33.580542,-112.31099
NSA #00855,SecurCare Self Storage | N Baxter St,1441 N Baxter St,Anaheim,CA,92806,33.856153,-117.893889
NSA #00849,RightSpace Storage | Town Center Dr,19464 Town Center Dr,Apple Valley,CA,92308,34.46609,-117.240031
NSA #00850,RightSpace Storage | Powhatan Ct,13533 Powhatan Ct,Apple Valley,CA,92308,34.497191,-117.184913
NSA #00883,SecurCare Self Storage | Peck Rd,5630 Peck Rd,Arcadia,CA,91006,34.103327,-118.006262
NSA #00312,SecurCare Self Storage | Weedpatch Hwy,711 Weedpatch Hwy,Bakersfield,CA,93307,35.348897,-118.913377
NSA #00313,SecurCare Self Storage | S Oswell St,600 S Oswell St,Bakersfield,CA,93307,35.350207,-118.951659
NSA #00314,SecurCare Self Storage | Hughes Ln,4242 Hughes Ln,Bakersfield,CA,93304,35.316985,-119.029604
NSA #00315,SecurCare Self Storage | Wible Rd,4020 Wible Rd,Bakersfield,CA,93309,35.319216,-119.038333
NSA #00316,SecurCare Self Storage | Chester Ave,4050 Chester Ave,Bakersfield,CA,93301,35.396947,-119.017752
NSA #00317,SecurCare Self Storage | Truxtun Ave,3301 Truxtun Ave,Bakersfield,CA,93301,35.372886,-119.039697
NSA #00318,SecurCare Self Storage | Buck Owens Blvd,4600 Buck Owens Blvd,Bakersfield,CA,93308,35.400752,-119.041265
NSA #00783,RightSpace Storage | W Lincoln St,2909 W Lincoln St,Banning,CA,92220,33.922198,-116.907482
NSA #01133,RightSpace Storage | W Ramsey St,2822 W Ramsey St,Banning,CA,92220,33.92542,-116.907553
NSA #00302,SecurCare Self Storage | S Lilac Ave,1377 S Lilac Ave,Bloomington,CA,92316,34.076507,-117.378219
NSA #00775,RightSpace Storage | W Rice St,940 W Rice St,Blythe,CA,92225,33.607979,-114.609212
NSA #00872,SecurCare Self Storage | Palomar Oaks Way,1910 Palomar Oaks Way,Carlsbad,CA,92008,33.125602,-117.290551
NSA #00492,iStorage | Del Fino Pl,15 Del Fino Pl,Carmel Valley,CA,93924,36.480885,-121.732192
NSA #00320,SecurCare Self Storage | Mitchell Rd,1780 Mitchell Rd,Ceres,CA,95307,37.604277,-120.937075
NSA #00858,SecurCare Self Storage | Oates Ln,49901 Oates Ln,Coachella,CA,92236,33.687119,-116.178134
NSA #00885,SecurCare Self Storage | Compton Ave,2050 Compton Ave,Corona,CA,92881,33.850334,-117.536833
NSA #00727,RightSpace Storage | Watson St,8882 Watson St,Cypress,CA,90630,33.833419,-118.038901
NSA #00448,SecurCare Self Storage  | Little Morongo Rd,15305 Little Morongo Rd,Desert Hot Springs,CA,92240,33.936302,-116.529267
NSA #00877,SecurCare Self Storage | Central Ave,2250 Central Ave,Duarte,CA,91010,34.135253,-117.95612
NSA #00465,iStorage | Hillsdale Cir,5110 Hillsdale Cir,El Dorado Hills,CA,95762,38.620217,-121.06177
NSA #00324,SecurCare Self Storage | Maritime Dr,2328 Maritime Dr,Elk Grove,CA,95758,38.414959,-121.482381
NSA #00879,SecurCare Self Storage | S El Camino Real,201 S El Camino Real,Encinitas,CA,92024,33.043918,-117.256237
NSA #00322,SecurCare Self Storage | 1st St,1111 1st St,Escalon,CA,95320,37.794098,-120.997961
NSA #00886,SecurCare Self Storage | Bridlepath Dr,15007 Bridlepath Dr,Fontana,CA,92336,34.153329,-117.477709
NSA #00835,SecurCare Self Storage | E Carson St,12336 E Carson St,Hawaiian Gardens,CA,90716,33.831268,-118.068523
NSA #00298,SecurCare Self Storage | E Florida Ave,42335 E Florida Ave,Hemet,CA,92544,33.747222,-116.922871
NSA #00730,RightSpace Storage | I Ave,9620 I Ave,Hesperia,CA,92345,34.428966,-117.281888
NSA #00887,RightSpace Storage | I Ave,10150 I Ave,Hesperia,CA,92345,34.435659,-117.280402
NSA #00888,RightSpace Storage | I Ave,9312 I Ave,Hesperia,CA,92345,34.42143,-117.28379
NSA #01171,RightSpace Storage | Fresno St,17550 Fresno St,Hesperia,CA,92345,34.436531,-117.281013
NSA #00306,SecurCare Self Storage | E Highland Ave,2650 E Highland Ave,Highland,CA,92346,34.136214,-117.23042
NSA #00307,SecurCare Self Storage | Highland Ave,26441 Highland Ave,Highland,CA,92346,34.13503,-117.227445
NSA #00889,SecurCare Self Storage | Greenspot Rd,28099 Greenspot Rd,Highland,CA,92346,34.106676,-117.192301
NSA #00776,iStorage | Flora Ave,375 Flora Ave,Hollister,CA,95023,36.859559,-121.403695
NSA #01206,iStorage Storage | 180 San Felipe Rd,180 San Felipe Rd,Hollister,CA,95023,36.859022,-121.40342
NSA #00847,SecurCare Self Storage | Flower St,45800 Flower St,Indio,CA,92201,33.716144,-116.210896
NSA #00873,SecurCare Self Storage | Monroe St,43421 Monroe St,Indio,CA,92201,33.736094,-116.235183
NSA #00884,SecurCare Self Storage | Main St,2960 Main St,Irvine,CA,92614,33.6755,-117.836979
NSA #00326,SecurCare Self Storage | W Lodi Ave,2650 W Lodi Ave,Lodi,CA,95242,38.128845,-121.30966
NSA #01205,SecurCare Self Storage | 1935 South Stockton St,1935 S Stockton St,Lodi,CA,95240,38.108216,-121.270494
NSA #00890,SecurCare Self Storage | Barton Rd,25980 Barton Rd,Loma Linda,CA,92354,34.048864,-117.237826
NSA #00875,SecurCare Self Storage | Center Dr,27680 Center Dr,Mission Viejo,CA,92692,33.559872,-117.658175
NSA #00836,SecurCare Self Storage | Benson Ave,10580 Benson Ave,Montclair,CA,91763,34.062181,-117.681491
NSA #00493,iStorage | Ramona Ave,302 Ramona Ave,Monterey,CA,93940,36.601843,-121.862861
NSA #00296,SecurCare Self Storage | Indian St,13870 Indian St,Moreno Valley,CA,92553,33.919511,-117.234358
NSA #00297,SecurCare Self Storage | Globe St,25065 Globe St,Moreno Valley,CA,92551,33.862348,-117.223701
NSA #00449,SecurCare Self Storage | Grant St,14150 Grant St,Moreno Valley,CA,92553,33.915426,-117.27415
NSA #00524,iStorage | Madison Ave,3855 Madison Ave,North Highlands,CA,95660,38.661745,-121.373954
NSA #00845,SecurCare Self Storage | Mission Ave,3560 Mission Ave,Oceanside,CA,92058,33.223216,-117.334607
NSA #00839,SecurCare Self Storage | S Campus Ave,1661 S Campus Ave,Ontario,CA,91761,34.043018,-117.641297
NSA #00434,iStorage | S 5th Ave,2750 S 5th Ave,Oroville,CA,95965,39.490144,-121.56558
NSA #00481,iStorage | 4th St,2160 4th St,Oroville,CA,95965,39.522353,-121.573589
NSA #00844,SecurCare Self Storage | 42nd Ave,74876 42nd Ave,Palm Desert,CA,92260,33.744561,-116.357045
NSA #00871,SecurCare Self Storage | E Mesquite Ave,4550 E Mesquite Ave,Palm Springs,CA,92264,33.808855,-116.496657
NSA #00309,SecurCare Self Storage | 10th St E,37909 10th St E,Palmdale,CA,93550,34.571317,-118.111925
NSA #00310,SecurCare Self Storage | Sierra Hwy,38963 Sierra Hwy,Palmdale,CA,93550,34.588999,-118.118467
NSA #00876,SecurCare Self Storage | Jackson St,7752 Jackson St,Paramount,CA,90723,33.885156,-118.163238
NSA #00485,iStorage | Folsom Blvd,11033 Folsom Blvd,Rancho Cordova,CA,95670,38.60478,-121.274328
NSA #00488,iStorage | Sunrise Blvd,3291 Sunrise Blvd,Rancho Cordova,CA,95742,38.58429,-121.264596
NSA #00874,SecurCare Self Storage | Esperanza,30359 Esperanza,Rancho Santa Margarita,CA,92688,33.631346,-117.602969
NSA #00305,SecurCare Self Storage | Redlands Blvd,25825 Redlands Blvd,Redlands,CA,92373,34.062581,-117.24134
NSA #00321,SecurCare Self Storage | Patterson Rd,2536 Patterson Rd,Riverbank,CA,95367,37.731464,-120.951419
NSA #00299,SecurCare Self Storage | Mt Baldy Dr,2020 Mt Baldy Dr,Riverside,CA,92508,33.919127,-117.29592
NSA #00300,SecurCare Self Storage | Felspar St,4909 Felspar St,Riverside,CA,92509,33.998804,-117.485304
NSA #00301,SecurCare Self Storage | Mission Blvd,8464 Mission Blvd,Riverside,CA,92509,34.011516,-117.466937
NSA #00837,SecurCare Self Storage | Columbia Ave,1807 Columbia Ave,Riverside,CA,92507,34.001827,-117.349666
NSA #00838,SecurCare Self Storage | Service Ct,1825 Service Ct,Riverside,CA,92507,33.991361,-117.350745
NSA #00852,SecurCare Self Storage | Iowa Ave,395 Iowa Ave,Riverside,CA,92507,34.01474,-117.341145
NSA #00853,SecurCare Self Storage | Rubidoux Blvd,2431 Rubidoux Blvd,Riverside,CA,92509,34.016111,-117.390975
NSA #00881,SecurCare Self Storage | Van Buren Boulevard,18671 Van Buren Blvd,Riverside,CA,92508,33.88618,-117.337569
NSA #00882,SecurCare Self Storage | Main St,749 Main St,Riverside,CA,92501,34.01305,-117.364157
NSA #00311,SecurCare Self Storage | W Rosamond Blvd,1616 W Rosamond Blvd,Rosamond,CA,93560,34.863276,-118.161514
NSA #00303,SecurCare Self Storage | Hallmark Pkwy,5185 Hallmark Pkwy,San Bernardino,CA,92407,34.176577,-117.345121
NSA #00304,SecurCare Self Storage | W Mill St,981 W Mill St,San Bernardino,CA,92410,34.091824,-117.304802
NSA #00436,SecurCare Self Storage | S Tippecanoe Ave,1155 S Tippecanoe Ave,San Bernardino,CA,92408,34.08022,-117.259171
NSA #00870,SecurCare Self Storage | W 40th St,550 W 40th St,San Bernardino,CA,92407,34.165591,-117.294431
NSA #00891,SecurCare Self Storage | Kendall Dr,3086 Kendall Dr,San Bernardino,CA,92407,34.187784,-117.35467
NSA #00857,SecurCare Self Storage | Federal Blvd,4455 Federal Blvd,San Diego,CA,92102,32.720833,-117.098615
NSA #00880,SecurCare Self Storage | El Cajon Blvd,6225 El Cajon Blvd,San Diego,CA,92115,32.762198,-117.064031
NSA #00480,iStorage | 19th Ave,4050 19th Ave,San Francisco,CA,94132,37.715156,-122.470241
NSA #00782,RightSpace Storage | 442 W Esplanade Ave,442 W Esplanade Ave,San Jacinto,CA,92583,33.772742,-116.964734
NSA #01137,RightSpace Storage | 681 W Esplanade Ave,681 W Esplanade Ave,San Jacinto,CA,92583,33.773121,-116.970453
NSA #00840,SecurCare Self Storage | W 1st St,4918 W 1st St,Santa Ana,CA,92703,33.744032,-117.934261
NSA #00464,iStorage | Preisker Ln,1920 Preisker Ln,Santa Maria,CA,93454,34.975395,-120.429085
NSA #00325,SecurCare Self Storage | Mono Vista Rd,20330 Mono Vista Rd,Soulsbyville,CA,95372,37.990643,-120.275974
NSA #00856,SecurCare Self Storage | Center St,12024 Center St,South Gate,CA,90280,33.91784,-118.165214
NSA #00323,SecurCare Self Storage | Doctor M.L.K. Jr Blvd,2118 Doctor M.L.K. Jr Blvd,Stockton,CA,95205,37.944329,-121.256663
NSA #00865,SecurCare Self Storage | Edinger Ave,1671 Edinger Ave,Tustin,CA,92780,33.721049,-117.824959
NSA #00859,SecurCare Self Storage | W Foothill Blvd,2026 W Foothill Blvd,Upland,CA,91786,34.106442,-117.691448
NSA #00892,SecurCare Self Storage | N Benson Ave,1695 Benson Ave,Upland,CA,91784,34.124675,-117.681537
NSA #00728,RightSpace Storage | N Ventura Ave,5386 N Ventura Ave,Ventura,CA,93001,34.33809,-119.293567
NSA #00729,RightSpace Storage | Amargosa Rd,11622 Amargosa Rd,Victorville,CA,92392,34.461802,-117.354317
NSA #00841,RightSpace Storage | La Mesa Rd,14915 La Mesa Rd,Victorville,CA,92392,34.484675,-117.33832
NSA #00846,RightSpace Storage | 12185 Locust Ave,12185 Locust Ave,Victorville,CA,92395,34.473669,-117.333452
NSA #00851,RightSpace Storage | Industrial Blvd,12474 Industrial Blvd,Victorville,CA,92392,34.478028,-117.283856
NSA #00854,RightSpace Storage | Borego Rd,14421 Borego Rd,Victorville,CA,92392,34.51259,-117.334641
NSA #00868,RightSpace Storage | Bear Valley Rd,12829 Bear Valley Rd,Victorville,CA,92392,34.46994,-117.383634
NSA #01148,RightSpace Storage | 12176 Locust Ave,12176 Locust Ave,Victorville,CA,92395,34.472087,-117.33492
NSA #00308,SecurCare Self Storage | Yucaipa Blvd,31741 Yucaipa Blvd,Yucaipa,CA,92399,34.030027,-117.11056
NSA #00327,SecurCare Self Storage | Yucaipa Blvd,32045 Yucaipa Blvd,Yucaipa,CA,92399,34.032115,-117.104267
NSA #00329,SecurCare Self Storage | E Midway Blvd,2460 E Midway Blvd,Broomfield,CO,80234,39.92809,-105.018418
NSA #01126,SecurCare Self Storage | E St Elmo Ave,321 E St Elmo Ave,Colorado Springs,CO,80905,38.81144,-104.820911
NSA #00343,SecurCare Self Storage | Jamboree Dr,1825 Jamboree Dr,Colorado Springs,CO,80920,38.951711,-104.792913
NSA #00342,SecurCare Self Storage | Chapel Hills Dr,1408 Chapel Hills Dr,Colorado Springs,CO,80920,38.950297,-104.791579
NSA #00341,SecurCare Self Storage | N Nevada Ave,4215 N Nevada Ave,Colorado Springs,CO,80907,38.892646,-104.818649
NSA #01100,SecurCare Self Storage | Syracuse St,671 Syracuse St,Colorado Springs,CO,80911,38.723865,-104.713268
NSA #00338,SecurCare Self Storage | King St,2005 King St,Colorado Springs,CO,80904,38.856414,-104.851181
NSA #00337,SecurCare Self Storage | Academy Pl,2345 Academy Pl,Colorado Springs,CO,80909,38.865796,-104.755239
NSA #00336,SecurCare Self Storage | S Academy Blvd,777 S Academy Blvd,Colorado Springs,CO,80910,38.821269,-104.756938
NSA #00335,SecurCare Self Storage | Vickers Dr,3420 Vickers Dr,Colorado Springs,CO,80918,38.916133,-104.762789
NSA #00334,SecurCare Self Storage | S Nevada Ave,1545 S Nevada Ave,Colorado Springs,CO,80905,38.811631,-104.82102
NSA #00333,SecurCare Self Storage | Astrozon Blvd,4729 Astrozon Blvd,Colorado Springs,CO,80916,38.796832,-104.740974
NSA #00332,SecurCare Self Storage | Maizeland Rd,3737 Maizeland Rd,Colorado Springs,CO,80909,38.866883,-104.758861
NSA #00331,SecurCare Self Storage | Carbon Ct,1012 Carbon Ct,Erie,CO,80516,40.031497,-105.054772
NSA #00359,SecurCare Self Storage | Boardwalk Dr,4815 Boardwalk Dr,Fort Collins,CO,80525,40.519861,-105.066336
NSA #00358,SecurCare Self Storage | Caribou Dr,1961 Caribou Dr,Fort Collins,CO,80525,40.530574,-105.042292
NSA #00340,SecurCare Self Storage | Carson Blvd,639 Carson Blvd,Fountain,CO,80817,38.730832,-104.726391
NSA #00330,SecurCare Self Storage | Sergeant Jon Stiles Dr,855 Sergeant Jon Stiles Dr,Highlands Ranch,CO,80129,39.550141,-104.999678
NSA #00346,SecurCare Self Storage | Peakview Blvd,2925 Peakview Blvd,Monument,CO,80132,39.099928,-104.880612
NSA #00344,SecurCare Self Storage | Deer Creek Rd,1895 Deer Creek Rd,Monument,CO,80132,39.10538,-104.862746
NSA #00339,SecurCare Self Storage | Greenhorn Dr,90 Greenhorn Dr,Pueblo,CO,81004,38.210345,-104.626583
NSA #00345,SecurCare Self Storage | E Industrial Blvd,517 E Industrial Blvd,Pueblo West,CO,81007,38.33569,-104.720786
NSA #00974,iStorage | Chamberlain Hwy,73 Chamberlain Hwy,Meriden,CT,06451,41.542244,-72.815322
NSA #00963,iStorage | Bank St,960 Bank St,New London,CT,06320,41.345208,-72.110906
NSA #01029,iStorage | N Plains Industrial Rd,52 N Plains Industrial Rd,Wallingford,CT,06492,41.48307,-72.815497
NSA #00958,iStorage | Wolcott,1140 Wolcott Rd,Wolcott,CT,06716,41.617908,-72.975059
NSA #01044,iStorage | Wolcott Rd,100 Wolcott Rd,Wolcott,CT,06716,41.576504,-72.997265
NSA #00001,iStorage | Hickman Road,100 Hickman Rd,Claymont,DE,19703,39.814561,-75.445215
NSA #00487,iStorage | Ridge Rd,1050 Ridge Rd,Claymont,DE,19703,39.814648,-75.440391
NSA #00486,iStorage | N Dupont Hwy,4016 N Dupont Hwy,New Castle,DE,19720,39.712747,-75.559318
NSA #01149,iStorage | NW US Hwy 441,13701 NW US Hwy 441,Alachua,FL,32615,29.782038,-82.455944
NSA #01162,iStorage | NW 120th Ln,6401 NW 120th Ln,Alachua,FL,32615,29.768293,-82.414098
NSA #00474,iStorage | Apollo Beach Blvd,313 Apollo Beach Blvd,Apollo Beach,FL,33572,27.773719,-82.393918
NSA #01096,iStorage | Piedmont Wekiwa Rd,777 Piedmont Wekiwa Rd,Apopka,FL,32703,28.669088,-81.467449
NSA #00426,iStorage | Magnolia Ave,505 Magnolia Ave,Auburndale,FL,33823,28.057935,-81.789411
NSA #00447,iStorage | Orange St,214 Orange St,Auburndale,FL,33823,28.063607,-81.791001
NSA #00451,iStorage | S Congress Ave,3000 S Congress Ave,Boynton Beach,FL,33426,26.499071,-80.089599
NSA #00445,iStorage | FL-64,6403 FL-64,Bradenton,FL,34208,27.494175,-82.480824
NSA #00981,iStorage | 8400 Cortez Rd W,8400 Cortez Rd W,Bradenton,FL,34210,27.462308,-82.645901
NSA #00982,iStorage | 3760 Cortez Rd W,3760 Cortez Rd W,Bradenton,FL,34210,27.46331,-82.598846
NSA #00983,iStorage | 32nd St W,4305 32nd St W,Bradenton,FL,34205,27.463636,-82.593357
NSA #00989,iStorage | FL-64,14710 FL-64,Bradenton,FL,34212,27.474966,-82.394415
NSA #00995,iStorage | 53rd Ave E,4660 53rd Ave E,Bradenton,FL,34203,27.444065,-82.503067
NSA #00998,iStorage | Portal Crossing,10415 Portal Crossing,Bradenton,FL,34211,27.484761,-82.436943
NSA #01002,iStorage | 53rd Ave W,1102 53rd Ave W,Bradenton,FL,34207,27.447351,-82.573008
NSA #00432,iStorage | Providence Rd,203 Providence Rd,Brandon,FL,33511,27.935887,-82.314222
NSA #00611,iStorage | N State St,2303 N State St,Bunnell,FL,32110,29.489743,-81.266636
NSA #00433,iStorage | Chiquita Blvd S,3300 Chiquita Blvd S,Cape Coral,FL,33914,26.591002,-82.007509
NSA #01003,iStorage | Del Prado Blvd N,1521 Del Prado Blvd N,Cape Coral,FL,33909,26.681728,-81.941337
NSA #01089,iStorage | S Hwy 27,1970 S Hwy 27,Clermont,FL,34711,28.540692,-81.740933
NSA #00894,iStorage | S 20th St,14 S 20th St,Cocoa Beach,FL,32931,28.287095,-80.608502
NSA #00123,iStorage | S Ferdon Blvd,5180 S Ferdon Blvd,Crestview,FL,32536,30.708621,-86.571091
NSA #00425,iStorage | W Gulf To Lake Hwy,7957 W Gulf To Lake Hwy,Crystal River,FL,34429,28.8983,-82.567231
NSA #01081,iStorage | Lake Davenport Blvd,100 Lake Davenport Blvd,Davenport,FL,33897,28.334941,-81.6709
NSA #01088,iStorage | Jacks Rd,2825 Jacks Rd,Davenport,FL,33897,28.313339,-81.670693
NSA #01091,iStorage | FL-15 Alt,1540 FL-15 Alt,DeLand,FL,32720,29.001519,-81.31483
NSA #01093,iStorage | N Spring Garden Ave,800 N Spring Garden Ave,DeLand,FL,32720,29.040694,-81.325704
NSA #00121,iStorage | Airport Rd,950 Airport Rd,Destin,FL,32541,30.3961,-86.476886
NSA #00922,iStorage | Gulfstarr Dr,4656 Gulfstarr Dr,Destin,FL,32541,30.38643,-86.40977
NSA #00923,iStorage | S Ridgewood Ave,3515 S Ridgewood Ave,Edgewater,FL,32141,28.937505,-80.878893
NSA #00980,iStorage | 2900 US-301,2900 US-301,Ellenton,FL,34222,27.523736,-82.535025
NSA #00616,iStorage | Placida Rd,4381 Placida Rd,Englewood,FL,34224,26.901083,-82.316152
NSA #01080,iStorage | US-19,16910 US-19,Fanning Springs,FL,32693,29.574804,-82.916234
NSA #00472,iStorage | SW 27th Ave,540 SW 27th Ave,Fort Lauderdale,FL,33312,26.114968,-80.177591
NSA #00467,iStorage | Indian Paint Ln,13701 Indian Paint Ln,Fort Myers,FL,33912,26.545328,-81.799308
