PROPERTY_NUM,PROPERTY_NAME,ADDRESS,CITY,STATE,ZIP,LATITUDE,LONGITUDE
PS #77623,Port Jefferson/Sheep PastureRd,225 Sheep Pasture Rd,Port Jefferson,NY,11777-2002,40.9323,-73.073
PS #77625,Vancouver / NE Ward Rd,6907 NE Ward Rd,Vancouver,WA,98682-5005,45.6729,-122.52
PS #77626,Milwaukie /SE Johnson Creek Bl,4403 SE Johnson Creek Bl,Milwaukie,OR,97222-9218,45.4612,-122.618
PS #77627,Portland/ SE Division & SE 122,12323 SE Division St,Portland,OR,97236-3125,45.5044,-122.536
PS #77628,Portland / SE 82nd Ave,8085 SE 82nd Ave,Portland,OR,97266-6206,45.4405,-122.537
PS #77629,Hillsboro / SE Witch Hazel,4705 SE Witch Hazel Rd,Hillsboro,OR,97123-8461,45.4999,-122.934
PS #77632,Georgetown/2100 S I-35&Leander,2100 S Interstate 35,Georgetown,TX,78626-3688,30.6223,-97.6916
PS #77637,Philadelphia/E Hunting Park Av,533 E Hunting Park Ave,Philadelphia,PA,19124-6010,40.0126,-75.1136
PS #77638,Sarasota / Initiative Blvd,6415 Initiative Blvd,Sarasota,FL,34240-1249,27.3408,-82.4432
PS #77640,Overland Park/W 112th St,6721 W 112th St,Overland Park,KS,66211,38.9241,-94.663
PS #77642,Raleigh/ Fox Rd & Louisburg Rd,7505 Fox Rd,Raleigh,NC,27616-6345,35.8705,-78.5473
PS #77643,Sonoma / 8th St E & Hamblin Rd,19784 8th St E,Sonoma,CA,95476-3849,38.2844,-122.434
PS #77646,Buda / S IH 35 & Goforth Rd,16091 S IH 35,Buda,TX,78610-3668,30.0758,-97.8265
PS #77647,Austin / Victor St & Braker Ln,700 Victor Street,Austin,TX,78753,30.3752,-97.6785
PS #77648,Converse / Binz-Engleman Rd,7354 Binz Engleman Rd,Converse,TX,78109-1066,29.4659,-98.3487
PS #77650,Roseville/Baseline & Foothills,1351 Baseline Rd,Roseville,CA,95747-9259,38.7516,-121.312
PS #77651,Cincinnati/Hamilton & Meredith,9651 Hamilton Ave,Cincinnati,OH,45231-2327,39.244,-84.5485
PS #77655,Brooklyn/E New York Av & Union,1223 E New York Ave,Brooklyn,NY,11212-4127,40.6674,-73.9219
PS #77656,New Bedford / Washburn St,8 Washburn St,New Bedford,MA,02740-7336,41.6537,-70.9227
PS #77658,Ponte Vedra / SR A1A N & Ave C,20 A1A N,Ponte Vedra Beach,FL,32082-6268,30.2526,-81.389
PS #77659,Chapel Hill/Myrica St &Eubanks,500 Myrica St,Chapel Hill,NC,27516-5105,35.9722,-79.0702
PS #77660,Roseville/Brady Ln & Baseline,8040 Brady Lane,Roseville,CA,95747-9249,38.7513,-121.314
PS #77661,Danvers / 495 Newbury St & I95,495 Newbury St,Danvers,MA,01923-1032,42.603,-70.9581
PS #77662,Olathe/N Monroe St & 135th St,225 N Monroe St,Olathe,KS,66061-3109,38.885,-94.8303
PS #77664,Baltimore/Clipper Mill Rd,3600 Clipper Mill Rd,Baltimore,MD,21211,39.3313,-76.6429
PS #77665,Baltimore/S Haven St,234 S Haven St,Baltimore,MD,21224-2530,39.2894,-76.5628
PS #77667,Chapel Hill/ Marvin Edwards Ln,72 Marvin Edwards Ln,Chapel Hill,NC,27517-6350,35.8574,-79.0853
PS #77668,Liberty/N Stewart Rd,151 N Stewart Rd,Liberty,MO,64068-1052,39.2497,-94.4515
PS #77670,Lithonia/Rockbridge Rd SW,8080 Rockbridge Rd SW,Lithonia,GA,30058,33.7754,-84.0723
PS #77672,Cantonment/Muscogee Rd,550 Muscogee Rd,Cantonment,FL,32533,30.6086,-87.328
PS #77675,Norcross/Jimmy Carter Blvd,4473 Jimmy Carter Blvd,Norcross,GA,30093,33.889,-84.194
PS #77676,Miami/SW 117th Ave & 160th St,16001 SW 117th Ave,miami,FL,33177-1609,25.6201,-80.3817
PS #77677,Portland/ SE Division Pl & 7th,685 SE Division Pl,Portland,OR,97202-1022,45.5051,-122.659
PS #77679,Houston/Sam Houston&Westheimer,2840 W Sam Houston Pkwy S,Houston,TX,77042-3614,29.7355,-95.5594
PS #77681,Lilburn/ Five Forks Trickum Rd,3950 Five Forks Trickum Rd SW,Lilburn,GA,30047-2339,33.87,-84.0887
PS #77682,Lawrenceville/Grayson&Hillside,1475 Grayson Hwy,Lawrenceville,GA,30045-6307,33.9092,-83.9687
PS #77683,Lawrenceville / Lawrenceville,2600 Lawrenceville Hwy,Lawrenceville,GA,30044-4428,33.9243,-84.0692
PS #77684,Mayfield Hgts/Golden Gate Blvd,1413 Golden Gate Blvd,Mayfield Heights,OH,44124-3423,41.5228,-81.4486
PS #77685,Noblesville/Marilyn Rd &Campus,14532 Marilyn Rd,Noblesville,IN,46060-9485,40.0004,-85.9502
PS #77686,Grayson/ Grayson Hwy & Village,1785 Grayson Hwy,Grayson,GA,30017-1250,33.9012,-83.9632
PS #77688,Minneapolis/Washington Av&17th,1720 N Washington Ave,Minneapolis,MN,55411-3425,44.9966,-93.2811
PS #77690,Orlando / Old Winter Garden Rd,8550 Old Winter Garden Rd,Orlando,FL,32835-4463,28.5413,-81.5014
PS #77691,Mesa / E Germann Rd & 198th,8228 E Germann Rd,Mesa,AZ,85212-5300,33.2801,-111.656
PS #77692,Plymouth/Resnik Rd &Industrial,5 Resnik Rd,Plymouth,MA,02360-4892,41.9492,-70.7137
PS #77693,Arvada / W 58th Ave & Ralston,5947 W 58th Ave,Arvada,CO,80002,39.802,-105.061
PS #77695,Tucson/Marana Cntr & TwinPeaks,6245 W Marana Center BL,Tucson,AZ,85742,32.3799,-111.099
PS #77696,Marietta / 2250 Dallas Hwy,2258 Dallas Hwy SW,Marietta,GA,30064-2748,33.9468,-84.6187
PS #77697,Avondale/Avondale Bl & Buckeye,2655 S Avondale Blvd,Avondale,AZ,85323,33.4219,-112.306
PS #77699,Roseville / E Roseville Pkwy,1851 E Roseville Pkwy,Roseville,CA,95661,38.7314,-121.228
PS #77701,Chicago/N Kedzie Ave,5251 N Kedzie Ave,Chicago,IL,60625,41.9767,-87.7089
PS #77702,Las Vegas / S Maryland Pkwy,3450 S Maryland Pkwy,Las Vegas,NV,89169-3012,36.1275,-115.136
PS #77704,Cincinnati/Red Bank Rd,3650 Red Bank Rd,Cincinnati,OH,45227-4113,39.1429,-84.4021
PS #77707,Stockton/Sanguinetti & Cheroke,1717 Sanguinetti Ln,Stockton,CA,95205-3416,37.9742,-121.268
PS #77708,Las Vegas/N RanchoDr,4700 N Rancho Dr,Las Vegas,NV,89130-3505,36.2458,-115.238
PS #77709,Dallas / Forest Ln & Marsh Ln,3520 Forest Ln,Dallas,TX,75234-7920,32.9092,-96.8612
PS #77710,Columbia / Farrow Rd,8911 Farrow Rd,Columbia,SC,29203-9731,34.1078,-80.9518
PS #77711,Tukwila/Interurban Ave & 143rd,14300 Interurban Ave S,Tukwila,WA,98168,47.4752,-122.257
PS #77712,Vacaville/Cherry Glen Rd,5920 Cherry Glen Rd,Vacaville,CA,95688,38.3385,-122.018
PS #77713,Anderson/US29Bypass(Mng4/9NB-B,605 Highway 29 Byp N,Anderson,SC,29621-6519,34.5039,-82.6081
PS #77714,Kansas City/Woodswther&Madison,700 Woodswether Rd,Kansas City,MO,64105-1118,39.1085,-94.5932
PS #77716,San Antonio/W Hausman,8123 W Hausman Rd,San Antonio,TX,78249,29.5708,-98.6472
PS #77726,Fayetteville/Hwy 138 SW,2300 Highway 138 SW,Fayetteville,GA,30214-5439,33.5506,-84.4526
PS #77727,Newnan / Poplar Rd & I-85,184 Doc Turner Way,Newnan,GA,30263-6494,33.3611,-84.762
PS #77728,Fairburn/ Campbellton Fairburn,5000 Campbellton Fairburn Rd,Fairburn,GA,30213-2018,33.6153,-84.6132
PS #77729,Fayetteville/GA 85 S &Price Rd,983 Highway 85 S,Fayetteville,GA,30215-2007,33.4231,-84.4603
PS #77730,Burton/Saginaw St & Donovan St,G3425 S Saginaw St,Burton,MI,48529-1278,42.9777,-83.6727
PS #77731,Pontiac/E Walton Blvd & Arlene,788 E Walton Blvd,Pontiac,MI,48340-1361,42.677,-83.2715
PS #77732,Lawrence/ 31st St & Ousdahl Rd,1717 W 31st St,Lawrence,KS,66046,38.9274,-95.2557
PS #77735,McDonough / Jonesboro Rd,1891 Jonesboro Rd,McDonough,GA,30253-5914,33.4612,-84.2171
PS #77737,Morrisville/Chapel Hil&Watkins,10802 Chapel Hill Rd,Morrisville,NC,27560-8850,35.8504,-78.8383
PS #77743,West Valley City / W 3500 S,7125 W 3500 S,West Valley City,UT,84128-2335,40.6958,-112.061
PS #77744,Burbank/S Cicero Ave & 84th St,8320 S Cicero Ave,Burbank,IL,60459-2801,41.7405,-87.7427
PS #77745,Magna / S 7200 West,3588 S 7200 W,Magna,UT,84044-2443,40.6947,-112.064
PS #77746,Maricopa/Stonegate&AlanStephen,18000 N Stonegate Rd,Maricopa,AZ,85138-3544,33.0424,-112.02
PS #77757,Miami/NE 186th Terr & Biscayne,2641 NE 186th Terr,Miami,FL,33180-2624,25.9487,-80.1479
PS #77758,Durham / Guess Rd & Landis Rd,3871 Guess Rd,Durham,NC,27705-1505,36.0631,-78.9308
PS #77759,Gilbert/S Higley Rd& SantanFwy,1161 S Higley Rd,Gilbert,AZ,85296-4707,33.3295,-111.721
PS #77761,Manhattan/Mott St & Houston St,262 Mott St,New York,NY,10012-0273,40.7238,-73.9944
PS #77763,Marlboro/Boundary & Vanderburg,188 Boundary Rd,Marlboro,NJ,07746-1058,40.3147,-74.2229
PS #77764,Fort Worth / Riverside Dr,2400 Riverside Dr,Fort Worth,TX,76103-2100,32.7445,-97.3034
PS #77765,Lemon Grove/ Broadway & Kempf,8016 Broadway,Lemon Grove,CA,91945-2532,32.743,-117.026
PS #77769,San Antonio/Starcrest&Maltbrgr,12214 Starcrest Dr,San Antonio,TX,78216-2952,29.5537,-98.4688
PS #77770,Racine/Washington Av & Ohio St,4801 Washington Ave,Racine,WI,53406-4219,42.716,-87.8373
PS #77773,Acworth/Ivey Rd & Mars Hill Rd,4920 Ivey Rd NW,Acworth,GA,30101-4011,34.0378,-84.6948
PS #77774,Merrillville/Broadway &84th Dr,8450 Broadway,Merrillville,IN,46410-6221,41.4645,-87.3366
PS #77776,Salem / Claxter Rd & 22nd Ave,2391 Claxter Rd NE,Salem,OR,97301-0394,44.9851,-123.001
PS #77792,Fayetteville/Lake Valley Dr,4938 Lake Valley Dr,Fayetteville,NC,28303-6000,35.0835,-78.967
PS #77793,Miami / NW 21st St,760 NW 21st St,Miami,FL,33127-4624,25.796,-80.2084
PS #77794,Philadelphia/ N 10th St,5331 N 10th St,Philadelphia,PA,19141-2946,40.0338,-75.1394
PS #77795,Bridgeport/Boro Line Rd,125 Boro Line Rd,King of Prussia,PA,19406-2112,40.102,-75.3533
PS #77796,Elk Grove/E Stockton Bl,9480 E Stockton Bl,Elk Grove,CA,95624,38.4141,-121.39
PS #77797,Bessemer / Tedescki Dr,1500 Tedescki Dr,Bessemer,AL,35022-3841,33.4228,-86.886
PS #77798,Atlanta/Buford Hwy NE,2719 Buford Hwy NE,Atlanta,GA,30324-3207,33.8278,-84.3453
PS #77799,Norcross/Peachtree Industrl Bl,5460 Peachtree Industrial Bl,Norcross,GA,30071-1420,33.9584,-84.2124
PS #77800,Mesquite / Military Parkway,730 Military Parkway,Mesquite,TX,75149-4175,32.7667,-96.6078
PS #77801,Bourbonnais / Larry Power Rd,575 Larry Power Rd,Bourbonnais,IL,60914-4427,41.1772,-87.8627
PS #77802,Bourbonnais / Armour Rd,1847 Armour Road,Bourbonnais,IL,60914-2180,41.1634,-87.8548
PS #77803,Glen Carbon / Kettle River Dr,30 Kettle River Drive,Glen Carbon,IL,62034-2803,38.7802,-89.9626
PS #77804,Plano / Turner Ave,3980 Turner Ave,Plano,IL,60545-9727,41.6603,-88.4959
PS #77805,Edwardsville / Center Grove Rd,6463 Center Grove Rd,Edwardsville,IL,62025-2812,38.7844,-89.9609
PS #77806,Indianapolis/ Castleton Square,8525 Castleton Square Drive,Indianapolis,IN,46250-5570,39.911,-86.0608
PS #77807,Indianapolis / Beachway Dr,749 Beachway Dr,Indianapolis,IN,46224-7700,39.776,-86.2673
PS #77808,Indianapolis / W Washington St,7828 W Washington St,Indianapolis,IN,46231,39.7378,-86.2995
PS #77809,Kansas City / State Ave,5500 State Avenue,Kansas City,KS,66102-3485,39.1177,-94.7062
PS #77810,Kansas City / N 130th St,1201 N 130th St,Kansas City,KS,66109-4345,39.1178,-94.8813
PS #77811,Louisville / Accomack Dr,3913 Accomack Dr,Louisville,KY,40241-1903,38.3018,-85.5393
PS #77812,Louisville / Chamberlain Ln,3520 Chamberlain Lane,Louisville,KY,40241-1987,38.2946,-85.5415
PS #77813,Louisville / Paramount Rock Rd,6651 Paramount Park Dr,Louisville,KY,40213-3572,38.1556,-85.7138
PS #77814,Raytown / State Route 350,9624 E 350,Raytown,MO,64133-6513,38.9922,-94.4698
PS #77815,Saint Louis/Saint Charles Rock,8440 Saint Charles Rock Rd,Saint Louis,MO,63114-4502,38.7039,-90.339
